data_paper_DOI;data_paper_title;dimension;sub-dimension;sub-dimension-requirements;ground_truth
https://doi.org/10.1016/j.dib.2022.108882;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Annotation: 
How data has been annotated";Processs Type;The type of annotation process: Bounding boxes, Lines and splines, Semantinc Segmentation, 3D cuboids, Polygonal segmentation, Landmark and key-point, Image and video annotations, Entity annotation, Content and textual categorization;Image and video annotations
https://doi.org/10.1016/j.dib.2022.108883;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Annotation: 
How data has been annotated";The generated labels;Which are the generated labels, and its mapping with specific attributes;Filename, Device, Species, Count, Sex, Latitude, Longitude
https://doi.org/10.1016/j.dib.2022.108884;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Annotation: 
How data has been annotated";Information of the team annotating the data;Who annotates the data, form which type is (internal, external, crowdsourcing), and its demographics information;Lorna Mugambi and Kaindio Kimathi. No demosgraphics information is given.
https://doi.org/10.1016/j.dib.2022.108885;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Annotation: 
How data has been annotated";Infrastructure used to annotate the data;Which tools and platforms  has been used to annotate the data;No specific information is given. The DSAIL-Porini dataset was manually annotated. The annotation were collected in an Excel file.
https://doi.org/10.1016/j.dib.2022.108886;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Annotation: 
How data has been annotated";Validations applied over the labels;Which validation methods have been applied to validate the annotations;Kaindio Kimathi, a warden at the wildlife conservancy helped validate the annotation of the dataset.
https://doi.org/10.1016/j.dib.2022.108887;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Social Concerns: 
Explicit warning regarding the data. ";Potential biases of the data;Potential biases of the dataset;No potential biases are specified
https://doi.org/10.1016/j.dib.2022.108888;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Social Concerns: 
Explicit warning regarding the data. ";Representativeness and sensitivity  issues;Data imbalance, and representiveness issues for specific social groups;No data imbalances are described, although the number of individuals for each specie may vary a lot. In any case, this is mentioned as a factor to determine future population sizes rather than as a adata imalance.
https://doi.org/10.1016/j.dib.2022.108889;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Social Concerns: 
Explicit warning regarding the data. ";Sensitivity of the data;The presensce of information that can hurt the sensitivity of any social group;The authors specify that no ethics issues apply to this dataset.
https://doi.org/10.1016/j.dib.2022.108890;DSAIL-Porini: Annotated camera trap image data of wildlife species from a conservancy in Kenya;"Social Concerns: 
Explicit warning regarding the data. ";Privacy concerns of the data;Data privacy concerns;Not specified
https://doi.org/10.1016/j.dib.2023.108951;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Uses: 
The desing pruposes and uses of the dataset";Purposes, gaps and tasks;"The purposes of the creation of the dataset
The gaps this dataset inted to fill or complement
Representative tags of the dataset
ML Tasks the dataset is inteded for";These data are valuable for monitoring and analyzing public opinion on Twitter related to the COVID-19 vaccination program during Indonesia’s first ten months of the vaccination pro- gram, which is helpful as a guide in the development of policies. These data concern the opinion of Indonesians toward COVID-19 vaccination and serve as literature for public authorities to detect Indonesian sentiment toward the COVID-19 vacci- nation policies, which have some skeptics in several social groups. Moreover, these data can be used for many research purposes, including stance detection and aspect-based sentiment analysis, especially public opinion analysis on Twitter. This data can help the research community develop state-of-the-art models for stance de- tection on tweets, especially Indonesian opinion. Moreover, there may be another pandemic with vaccination policies, so the data can be compared and referenced for developing models. This data is not only for validating sentiment and contextual information for stance detection but can also be used for public opinion analysis of vaccination programs that tend to have pros and cons opin- ion. This dataset adds value aspect-based sentiment information as sub-topics for more accurate sentiment information at the aspect level on tweets, which possibly contains multiple issues discussed. Network features based on interaction relationships were provided for generated user community knowledge. Other researchers may use this data for aspect-based sentiment analysis on tweets to help identify sentiment more accurately, especially on short text.
https://doi.org/10.1016/j.dib.2023.108952;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Uses: 
The desing pruposes and uses of the dataset";Recommended and non-recommneded uses;The recommended and non-recommended uses of the dataset, and the warning towards its use.;No specific recommendations (or non-recommendations) are given besides the purposes of the dataset above
https://doi.org/10.1016/j.dib.2023.108953;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Uses: 
The desing pruposes and uses of the dataset";Machine learning benchmarks;"Has been tested with any machine learning approach?
If yes, which results it gets with each specific ML model?";The authors applied five machine learning and four sequential-based deep learning models. Five machine-learning models, including Naïve Bayes (NB), K-Nearest Neighbor (KNN), Decision Tree (DT), Support Vector Machine (SVM), and Random Forest (RF). Four deep learning models, including Gated Recurrent Unit (GRU), Bidirectional GRU (BiGRU), Long Short-Term Memory (LSTM), and Bidirectional L STM (BiL STM) were also applied.
https://doi.org/10.1016/j.dib.2023.108954;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Contributors: 
People and organizations behind the dataset";Authors ;Information regarding the creators of the dataset;"Diana Purwitasari: Conceptualization, Methodology, Supervision, Funding acquisition, Writ- ing –review & editing, Project administration; Cornelius Bagus Purnama Putr a: Conceptual- ization, Methodology, Software, Writing –original draft, Data curation, Investigation; Agus Budi Raharjo: Writing –review & editing."
https://doi.org/10.1016/j.dib.2023.108955;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Contributors: 
People and organizations behind the dataset";Funder and funding information;Information about the organizations who fund the creation of the dataset, it's type (public, private, mixed),  and the particular grant id (if present).;The work was supported by Indonesian Ministry of Research and Technology under Grant No. 084/E5/PG.02.00.PT/2022 with an institutional contract No. 1440/PKS/ITS/2022 .
https://doi.org/10.1016/j.dib.2023.108956;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Contributors: 
People and organizations behind the dataset";Maintainers and maintenance policies;Information about the maintainers, the erratums, the contribution guidelines, the data rentetion policies and update policies of the dataset;No specific guidelines are provided
https://doi.org/10.1016/j.dib.2023.108957;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Distribution: 
How the dataset is distributed";Data accesability;The link where the data can be accesed if its online and open, or the place where the data can be demanded;Direct URL to data: https://data.mendeley.com/datasets/7ky2jbjwtn/3
https://doi.org/10.1016/j.dib.2023.108958;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Distribution: 
How the dataset is distributed";Licenses of the data and the models trained with it;"The license under the dataset is released, 
Third-parties in-charge,
Attribution notices,
The rights of the data stand-alone
The rights of the models trained with the data";Explicit information about the dataset license is not provided. The models that have been trained with the dataset have not been published.
https://doi.org/10.1016/j.dib.2023.108959;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Distribution: 
How the dataset is distributed";Deprecation policies;Which are the plan and policies to deprecate the dataset;Not specified
https://doi.org/10.1016/j.dib.2023.108960;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Composition: 
How the dataset is composed";Data record composition of the dataset;The folder and files  structure and format, and information of the attributes of the files.  ;There were three data files in our dataset and readme file. All raw data (filtered and unfiltered list of tweets used in this study) are available in the repository Mendeley Data. The labeled dataset contains six columns (id, user_id, community, aspect_category, aspect_sentiment, stance). All the columns, except community, aspect_category, aspect_sentiment, and stance, are collected using Twitter API services. Meanwhile, the initial and cleaned dataset only contains two columns (id and user_id).
https://doi.org/10.1016/j.dib.2023.108961;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Composition: 
How the dataset is composed";Data splits;Is there any recommended data split of the data?;No specific recommendation is done, but the paper mentions in section 3.4 that each model was evaluated using 5-fold cross-validation to use 80% for learning and 20% of labeled data for testing the model.
https://doi.org/10.1016/j.dib.2023.108962;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Composition: 
How the dataset is composed";Consistnecy Rules and relevant statistics;Consistency rules and constraints of the data and relevant statistics of the dataset;The paper does not specify any consistency rules or constraints. Table 2 and Figure 2 describes the distribution of the dataset.
https://doi.org/10.1016/j.dib.2023.108963;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Gathering: 
How data have been collected";Description of the process;A summary of the gathering process applied over the data;"The data were collected using Twitter API 1 on Python with specific keywords: vaksin (vac- cines) and vaksinasi (vaccination). The tweets used are Indonesian tweets posted between January and October 2021, Indonesia’s first period of COVID-19 vaccination. We collected a max- imum of 250,0 0 0 sample tweets each month to overcome the limitations of Twitter API services. This process collects the text of a tweet and other related information, including Twitter met- rics and user metadata. There were 2,400,414 Indonesian COVID-19 vaccine-related tweets from 576,488 Twitter users ( Indo_vaccination_raw.csv ) as the initial dataset. The study selected Indone- sian tweets based on the attribute language “in”on Twitter API services. However, we found a lot of irrelevant data, including non-Bahasa (Indonesian language), non-COVID-19 vaccine- related, and spam tweets, so we conducted data preprocessing and cleaning to remove the irrel- evant data for the cleaned dataset. The first step in data preprocessing was case folding to map the text to lowercase format. The irrelevant Twitter attributes were removed, including user mentions, hashtags, numbers, symbols, and emojis. The text of tweets generally contains slang words. Therefore, text normal- ization was carried out based on the Indonesian slang corpus 2 . Further data preprocessing in- cludes lemmatization using NLP-ID 3 and removing the stopwords using Sastrawi 4 . After the data preprocessing was complete, data cleaning was carried out, thus removing the irrelevant data (such as non-Bahasa, non-COVID-19 vaccine-related, and spam tweets). We found that in our initial dataset, there are many Malaysian tweets, even though it has been selected based on the Twitter attribute. Therefore, we filtered non-Bahasa (Malaysian tweets) and non-COVID-19 vaccine-related tweets based on the collected keywords. Moreover, we removed a tweet posted by the government to prevent bias in data; the government tends to support the COVID-19 vaccination policy and continuously posted du- plicate tweets to exaggerate information (spam tweets). We also only used accounts over 12 months since November 2021 because there is a possibility that a new Twitter account is a spammer. Finally, we obtained the cleaned dataset of 248,604 posts from 140,761 users ( Indo_vaccination_cleaned.csv ), representing 10% of the initial dataset ( Indo_vaccination_raw.csv ). "
https://doi.org/10.1016/j.dib.2023.108964;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Gathering: 
How data have been collected";Processs Type;The type of the process from a set of provided types: Web API, Web Scrapping, Sensors, Manual Human Curator, Software collection, Surveys, Observations, Interviews, Focus groups, Document analysis, Secondary data analysis, Physical data collection, Self-reporting, Experiments, Direct measurement, Interviews, Document analysis, Secondary data analysis, Physical data collection, Self-reporting, Experiments, Direct measurement, Customer feedback data, Audio or video recordings, Image data, Biometric data, Medical or health data, Financial data, Geographic or spatial data, Time series data, User-generated content data.;Web API, Web scraping
https://doi.org/10.1016/j.dib.2023.108965;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Gathering: 
How data have been collected";Information of the team gathering the data;Who gather the data, if its internal, external or a crowdworking serice, and its demographics information;No specific demographics are specified
https://doi.org/10.1016/j.dib.2023.108966;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Gathering: 
How data have been collected";Demographics of the target of the process if involves people;If the target of the gathering are people (natural language form speakers, or medical records from patients), information about the demographics of the dataset;No specific demographics of the target subjects are specified (besides the language)
https://doi.org/10.1016/j.dib.2023.108967;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Gathering: 
How data have been collected";Information of the sources of the data;From where the data has been collected, and the potential noise issue of the source;The data was collected from Twitter
https://doi.org/10.1016/j.dib.2023.108968;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Gathering: 
How data have been collected";Localization of the process;Where and when the data has been collected;January to October 2021, no specific location is specified 
https://doi.org/10.1016/j.dib.2023.108969;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Annotation: 
How data has been annotated";Description of the process;A summary of the annotation process to generate the labels;Three independent analysts—two researchers in natural language pro- cessing (one MSc-level and one BSc-level) and one communication science expert (BS c -level)—labeled the data manually and used the majority voting strategy for the final class label.  This study applied data labeling using LabelStudio . For stance labeling, each tweet was annotated into three classes: favor, against, and neutra l. The tweet was given an favo r or against label if the opinion supported or opposed the target. The tweet was labeled neutral if the opinion was neither of these two cases or the statement about the target was inconclusive.
https://doi.org/10.1016/j.dib.2023.108970;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Annotation: 
How data has been annotated";Processs Type;The type of annotation process: Bounding boxes, Lines and splines, Semantinc Segmentation, 3D cuboids, Polygonal segmentation, Landmark and key-point, Image and video annotations, Entity annotation, Content and textual categorization;textual categorization
https://doi.org/10.1016/j.dib.2023.108971;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Annotation: 
How data has been annotated";The generated labels;Which are the generated labels, and its mapping with specific attributes;The labels were the aspect category (ser- vices, implementation, apps, costs, participants, vaccine products , and general) and the sentiment (favor, against, neutral)
https://doi.org/10.1016/j.dib.2023.108972;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Annotation: 
How data has been annotated";Information of the team annotating the data;Who annotates the data, form which type is (internal, external, crowdsourcing), and its demographics information;Three independent analysts—two researchers in natural language pro- cessing (one MSc-level and one BSc-level) and one communication science expert (BS c -level)—labeled the data manually. No demoagraphicas information (besides it's position) is given.
https://doi.org/10.1016/j.dib.2023.108973;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Annotation: 
How data has been annotated";Infrastructure used to annotate the data;Which tools and platforms  has been used to annotate the data;LabelStudio
https://doi.org/10.1016/j.dib.2023.108974;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Annotation: 
How data has been annotated";Validations applied over the labels;Which validation methods have been applied to validate the annotations;No explanation are given about the validation of the dataset. Section 3.4 reports on the potential and quality of the data set for the stance detection task.
https://doi.org/10.1016/j.dib.2023.108975;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Social Concerns: 
Explicit warning regarding the data. ";Potential biases of the data;Potential biases of the dataset;No specific biases of the data are specified
https://doi.org/10.1016/j.dib.2023.108976;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Social Concerns: 
Explicit warning regarding the data. ";Representativeness and sensitivity  issues;Data imbalance, and representiveness issues for specific social groups;No specifid sepresentativeness is mentioned (besides the obvious: focuses on Indonesian speakers)
https://doi.org/10.1016/j.dib.2023.108977;A stance dataset with aspect-based sentiment information from Indonesian COVID-19 vaccination-related tweets;"Social Concerns: 
Explicit warning regarding the data. ";Privacy concerns of the data;Data privacy concerns;Data from Twitter could be used with care for the Privacy and Control of Twitter users. In the discussion, we processed the data and did not mention the pri- vacy information to protect Twitter users and ensure anonymity.
https://doi.org/10.1038/s41597-022-01867-5;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Uses: 
The desing pruposes and uses of the dataset";Purposes and gaps of the dataset;"The purposes of the creation of the dataset
The gaps this dataset inted to fill or complement
Representative tags of the dataset
ML Tasks the dataset is inteded for";" Purpose is to preserveof cultural heritage of the balinese culture, by providing a dataset to train and evalaute the performance in character recognitiion on Balinese

Gaps: There is a lack of data in balinese

Tasks: Image-classification, object-detection, character-recognition"
https://doi.org/10.1038/s41597-022-01867-6;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Uses: 
The desing pruposes and uses of the dataset";Recommended and non-recommneded uses;The recommended and non-recommended uses of the dataset, and the warning towards its use.; To train and evalaute character recognition systems in Balinese
https://doi.org/10.1038/s41597-022-01867-7;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Uses: 
The desing pruposes and uses of the dataset";Machine learning benchmarks;"Has been tested with any machine learning approach?
If yes, which results it gets with each specific ML model?";Have been tested using YOLO, not metrics provided…
https://doi.org/10.1038/s41597-022-01867-8;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Contributors: 
People and organizations behind the dataset";Authors ;Information regarding the creators of the dataset;authors
https://doi.org/10.1038/s41597-022-01867-9;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Contributors: 
People and organizations behind the dataset";Funder and funding information;Information about the organizations who fund the creation of the dataset, it's type (public, private, mixed),  and the particular grant id (if present).;" The study is supported by the Directorate General of Higher Education, Ministry of Education and Culture
Republic of Indonesia under grant number 1564/PKS/ITS/2022."
https://doi.org/10.1038/s41597-022-01867-10;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Contributors: 
People and organizations behind the dataset";Maintainers and maintenance policies;Information about the maintainers, the erratums, the contribution guidelines, the data rentetion policies and update policies of the dataset; 
https://doi.org/10.1038/s41597-022-01867-11;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Distribution: 
How the dataset is distributed";Data repository links;The link where the data can be accesed if its online and open, or the place where the data can be demanded;"Available in figshare: DOI https://doi.org/10.6084/
m9.figshare.20103803.v2 (2022)."
https://doi.org/10.1038/s41597-022-01867-12;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Distribution: 
How the dataset is distributed";Licenses of the data and the models trained with it;"The license under the dataset is released, 
Third-parties in-charge,
Attribution notices,
The rights of the data stand-alone
The rights of the models trained with the data";Freely accesible, no mention about other conditions
https://doi.org/10.1038/s41597-022-01867-13;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Distribution: 
How the dataset is distributed";Deprecation policies;Which are the plan and policies to deprecate the dataset; 
https://doi.org/10.1038/s41597-022-01867-14;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Composition: 
How the dataset is composed";Data record composition of the dataset;The folder and files  structure and format, and information of the attributes of the files.  ;"Composed of 600 images in JPEG. Every image following the format <filanem>.jpg and 600 txt files, following the same format. Also have a n annotation file which follows the YOLO format. <ID> <x> <y> <width> <height>, for instance: 54 0.068000 0.083333 0.016000 0.073333
where <ID> is the object class ID, <x> is x coordinate, <y> is y coordinate, <width> is width of the bounding
box, and <height> is heigh of the bounding box"
https://doi.org/10.1038/s41597-022-01867-15;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Composition: 
How the dataset is composed";Data splits;Is there any recommended data split of the data?;60/40
https://doi.org/10.1038/s41597-022-01867-16;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Composition: 
How the dataset is composed";Consistnecy Rules and relevant Statistics ;Consistency rules and constraints of the data, and relevant statistics of the data;In table 1, shows de 55 Belinese characters classes and its disitribution
https://doi.org/10.1038/s41597-022-01867-17;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Gathering: 
How data have been collected";Description of the process;A summary of the gathering process applied over the data;From librires in Unversity in Bali, images where scanned
https://doi.org/10.1038/s41597-022-01867-18;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Gathering: 
How data have been collected";Processs Type;The type of the process from a set of provided types: Web API, Web Scrapping, Sensors, Manual Human Curator, Software collection, Surveys, Observations, Interviews, Focus groups, Document analysis, Secondary data analysis, Physical data collection, Self-reporting, Experiments, Direct measurement, Interviews, Document analysis, Secondary data analysis, Physical data collection, Self-reporting, Experiments, Direct measurement, Customer feedback data, Audio or video recordings, Image data, Biometric data, Medical or health data, Financial data, Geographic or spatial data, Time series data, User-generated content data.;Physical data collection
https://doi.org/10.1038/s41597-022-01867-19;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Gathering: 
How data have been collected";Information of the team gathering the data;Who gather the data, if its internal, external or a crowdworking serice, and its demographics information;Internal team, do not have demographics
https://doi.org/10.1038/s41597-022-01867-20;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Gathering: 
How data have been collected";Demographics of the process if involves people;If the target of the gathering are people (natural language form speakers, or medical records from patients), information about the demographics of the dataset;No
https://doi.org/10.1038/s41597-022-01867-21;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Gathering: 
How data have been collected";Information of the sources of the data;From where the data has been collected, and the potential noise issue of the source;Libraries at the University of Bali, and scanners as infrastructure
https://doi.org/10.1038/s41597-022-01867-22;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Gathering: 
How data have been collected";Localization of the process;Where and when the data has been collected;University of Bali
https://doi.org/10.1038/s41597-022-01867-23;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Annotation: 
How data has been annotated";Description of the process;A summary of the annotation process to generate the labels; 
https://doi.org/10.1038/s41597-022-01867-24;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Annotation: 
How data has been annotated";Processs Type;The type of annotation process: Bounding boxes, Lines and splines, Semantinc Segmentation, 3D cuboids, Polygonal segmentation, Landmark and key-point, Image and video annotations, Entity annotation, Content and textual categorization;Bounding boxes
https://doi.org/10.1038/s41597-022-01867-25;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Annotation: 
How data has been annotated";The generated labels;Which are the generated labels, and its mapping with specific attributes;In Table 1
https://doi.org/10.1038/s41597-022-01867-26;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Annotation: 
How data has been annotated";Information of the team annotating the data;Who annotates the data, form which type is (internal, external, crowdsourcing), and its demographics information;Authors, internal, no demogrpahics
https://doi.org/10.1038/s41597-022-01867-27;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Annotation: 
How data has been annotated";Infrastructure used to annotate the data;Which tools and platforms  has been used to annotate the data;LabelImg
https://doi.org/10.1038/s41597-022-01867-28;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Annotation: 
How data has been annotated";Validations applied over the labels;Which validation methods have been applied to validate the annotations;Using YOLO
https://doi.org/10.1038/s41597-022-01867-29;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Social Concerns: 
Explicit warning regarding the data. ";Potential biases of the data;Potential biases of the dataset;No
https://doi.org/10.1038/s41597-022-01867-30;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Social Concerns: 
Explicit warning regarding the data. ";Representativeness and Sensitivity iisues;Data imbalance, and representiveness issues for specific social groups, and the presence of information that can hurt the sensitivity of any social group;No
https://doi.org/10.1038/s41597-022-01867-31;DeepLontar dataset for handwritten Balinese character detection and syllable recognition on Lontar manuscript;"Social Concerns: 
Explicit warning regarding the data. ";Privacy concerns of the data;Data privacy concerns;No
https://doi.org/10.1016/j.dib.2023.109014;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Uses: 
The desing pruposes and uses of the dataset";Purposes, gaps and tasks;"The purposes of the creation of the dataset
The gaps this dataset inted to fill or complement
Representative tags of the dataset
ML Tasks the dataset is inteded for";"To provide a dataset for Kurdish digits recognition, to train ML models 

Gaps: In comparison to other languages such as Arab, there is no other in Kurdish to perform digit recognition"
https://doi.org/10.1016/j.dib.2023.109015;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Uses: 
The desing pruposes and uses of the dataset";Recommended and non-recommneded uses;The recommended and non-recommended uses of the dataset, and the warning towards its use.;"The datasets can be used for handwriting optical character/digit recognition and identifi- cation using machine learning and deep learning models. 

The datasets can be used as a standard for usability and quality in subsequent works because they were collected in a precise way, and it is vast data that can achieve higher accuracy in designed models."
https://doi.org/10.1016/j.dib.2023.109016;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Uses: 
The desing pruposes and uses of the dataset";Machine learning benchmarks;"Has been tested with any machine learning approach?
If yes, which results it gets with each specific ML model?";Not tested
https://doi.org/10.1016/j.dib.2023.109017;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Contributors: 
People and organizations behind the dataset";Authors ;Information regarding the creators of the dataset;authors
https://doi.org/10.1016/j.dib.2023.109018;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Contributors: 
People and organizations behind the dataset";Funder and funding information;Information about the organizations who fund the creation of the dataset, it's type (public, private, mixed),  and the particular grant id (if present).;No grants
https://doi.org/10.1016/j.dib.2023.109019;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Contributors: 
People and organizations behind the dataset";Maintainers and maintenance policies;Information about the maintainers, the erratums, the contribution guidelines, the data rentetion policies and update policies of the dataset;No clear mention, authors should be maintainers
https://doi.org/10.1016/j.dib.2023.109020;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Distribution: 
How the dataset is distributed";Data repository links;The link where the data can be accesed if its online and open, or the place where the data can be demanded;Data identification number: 10.17632/zb66pp7vjh.1 Direct URL to data: https://dx.doi.org/10.17632/zb66pp7vjh.1
https://doi.org/10.1016/j.dib.2023.109021;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Distribution: 
How the dataset is distributed";Licenses of the data and the models trained with it;"The license under the dataset is released, 
Third-parties in-charge,
Attribution notices,
The rights of the data stand-alone
The rights of the models trained with the data";Not mentioned, data is freely accesible
https://doi.org/10.1016/j.dib.2023.109022;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Distribution: 
How the dataset is distributed";Deprecation policies;Which are the plan and policies to deprecate the dataset;no
https://doi.org/10.1016/j.dib.2023.109023;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Composition: 
How the dataset is composed";Data record composition of the dataset;The folder and files  structure and format, and information of the attributes of the files.  ;Images in JPG and the annotation in bounding boxes
https://doi.org/10.1016/j.dib.2023.109024;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Composition: 
How the dataset is composed";Data splits;Is there any recommended data split of the data?;no
https://doi.org/10.1016/j.dib.2023.109025;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Composition: 
How the dataset is composed";Consistnecy Rules and relevant statistics;Consistency rules and constraints of the data and relevant statistics of the dataset;no
https://doi.org/10.1016/j.dib.2023.109026;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Gathering: 
How data have been collected";Description of the process;A summary of the gathering process applied over the data;gathering handwritten data from participants via designed forms which are labelled to indicate the type and position of the character/digit. The second step is a scanner device that scans the collected data in forms.
https://doi.org/10.1016/j.dib.2023.109027;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Gathering: 
How data have been collected";Processs Type;The type of the process from a set of provided types: Web API, Web Scrapping, Sensors, Manual Human Curator, Software collection, Surveys, Observations, Interviews, Focus groups, Document analysis, Secondary data analysis, Physical data collection, Self-reporting, Experiments, Direct measurement, Interviews, Document analysis, Secondary data analysis, Physical data collection, Self-reporting, Experiments, Direct measurement, Customer feedback data, Audio or video recordings, Image data, Biometric data, Medical or health data, Financial data, Geographic or spatial data, Time series data, User-generated content data.;Manual Human Curator
https://doi.org/10.1016/j.dib.2023.109028;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Gathering: 
How data have been collected";Information of the team gathering the data;Who gather the data, if its internal, external or a crowdworking serice, and its demographics information;Data collection forms were collected from more than 1500 participants., External, no demographics
https://doi.org/10.1016/j.dib.2023.109029;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Gathering: 
How data have been collected";Demographics of the process if involves people;If the target of the gathering are people (natural language form speakers, or medical records from patients), information about the demographics of the dataset;No
https://doi.org/10.1016/j.dib.2023.109030;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Gathering: 
How data have been collected";Information of the sources of the data;From where the data has been collected, and the potential noise issue of the source;Participants, using froms and scanners
https://doi.org/10.1016/j.dib.2023.109031;A vast dataset for Kurdish handwritten digits and isolated characters recognition;"Gathering: 
How data have been collected";Localization of the process;Where and when the data has been collected;Halbaja, Kurdistan Region in Iraq
